name,page,dob,status,gender
"McLaurin, Mr Gordon Ranald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1085,01 Jan 1862,Deceased,Male
"McLaurin, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=515,23 Jul 1821,Deceased,Male
"McLean, Mr Francis Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1115,01 Jan 1863,Deceased,Male
"McLeay, Mr Paul Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2170,23 Aug 1972,,Male
"McLelland, Mr David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1362,12 Aug 1881,Deceased,Male
"McMahon, Mr John Michael Alfred",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1738,21 Feb 1914,Deceased,Male
"McMahon, Ms Lylea Anne",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2189,20 Nov 1971,,Female
"McMahon, The Hon. Peter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1905,16 Jul 1931,,Male
"McManus, Mr Ian",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2019,23 Aug 1945,,Male
"McMillan, Sir William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=936,14 Nov 1850,Deceased,Male
"McNamara, Mr Alan William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1626,29 Dec 1900,Deceased,Male
"McNamara, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=183,,,Male
"McNeill, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1238,26 Dec 1870,Deceased,Male
"McPherson, Major Herbert John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1761,09 Feb 1917,Deceased,Male
"McPhillamy, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=555,15 Sep 1825,Deceased,Male
"McQuade, Mr Henry Michael Hale",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=955,02 Jul 1852,Deceased,Male
"McRae, Mr Christopher John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1123,27 Jun 1863,Deceased,Male
"McRae, Mr Myles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=850,01 Jan 1845,Deceased,Male
"McTaggart, Mr Alexander John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2055,24 Jan 1949,,Male
"McTiernan, Sir Edward Aloysius",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1526,16 Feb 1892,Deceased,Male
"Mead, Mr Thomas Francis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1776,04 May 1918,Deceased,Male
"Meagher, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=721,08 Dec 1837,Deceased,Male
"Meagher, Mr Richard Denis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1164,11 Jan 1866,Deceased,Male
"Meagher, The Hon. Reba Paige",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2129,11 Sep 1967,,Female
"Medcalf, Mr Robert George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1454,17 Jul 1887,Deceased,Male
"Meehan, Mr John Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1134,06 Feb 1864,Deceased,Male
"Meeks, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=754,17 Oct 1839,Deceased,Male
"Meeks, Sir Alfred William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=922,15 Apr 1849,Deceased,Male
"Megarrity, Ms Alison Patricia",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2152,09 Feb 1961,,Female
"Meillon, Mrs Mary",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1788,04 Oct 1919,Deceased,Female
"Melville, Mr Ninian (junior)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=823,29 Dec 1843,Deceased,Male
"Melville, Mr Robert Gavin",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1779,09 Feb 1919,Deceased,Male
"Melville, Mrs Gertrude Mary",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1408,07 Oct 1884,Deceased,Female
"Mercer, Major William Drummond",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=262,16 Oct 1796,Deceased,Male
"Mercer, Mr James Ballantine",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=786,01 Jan 1842,Deceased,Male
"Merewether, Mr Francis Lewis Shaw",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=373,18 Mar 1811,Deceased,Male
"Merriman, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=851,01 Jan 1845,Deceased,Male
"Merriman, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=447,23 Oct 1816,Deceased,Male
"Merton, Mr Wayne Ashley",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2130,18 Oct 1943,,Male
"Meston, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=184,,,Male
"Metherell, Mr Terry Alan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2035,09 Jan 1947,,Male
"Meyer, Mr Solomon",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=530,01 Jan 1823,Deceased,Male
"Milford, Mr Henry John Bede",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=644,01 Jan 1832,Deceased,Male
"Millard, Mr Alan Major",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1008,29 Apr 1856,Deceased,Male
"Millard, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=830,11 Jan 1844,Deceased,Male
"Millen, The Hon. Edward Davis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1068,07 Nov 1860,Deceased,Male
"Miller, Mr Frederick Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1853,04 Jan 1926,Deceased,Male
"Miller, Mr Gustave Thomas Carlisle",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=957,26 Nov 1852,Deceased,Male
"Miller, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1222,26 Oct 1870,Deceased,Male
"Mills, Mr John Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1983,28 Nov 1941,,Male
"Minahan, Mr James Mark",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1239,01 Jan 1872,Deceased,Male
"Minahan, Mr Patrick Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1169,27 Mar 1866,Deceased,Male
"Missingham, Mr William Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1198,15 May 1868,Deceased,Male
"Mitchell, Dr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=234,01 Jan 1789,Deceased,Male
"Mitchell, Lieutenant-Colonel Ernest Meyer",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1277,12 Feb 1875,Deceased,Male
"Mitchell, Major George Deane",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1558,30 Aug 1894,Deceased,Male
"Mitchell, Major Harrie Robert Croft",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1673,27 Jun 1906,Deceased,Male
"Mitchell, Mr Joseph Earl Cherry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=770,22 Jul 1840,Deceased,Male
"Mitchell, Sir Thomas Livingstone",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=244,15 Jun 1792,Deceased,Male
"Mochalski, Mr Richard Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2047,21 Mar 1948,Deceased,Male
"Molesworth, Mr Edmund William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=891,01 Jan 1847,Deceased,Male
"Molesworth, Mr Voltaire",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1493,01 Jan 1890,Deceased,Male
"Monro, Mr Cecil Owen James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1385,08 Apr 1883,Deceased,Male
"Montague, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=421,01 Jan 1815,Deceased,Male
"Montefiore, Mr Jacob Levi",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=485,11 Jan 1819,Deceased,Male
"Moor, Mr Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=341,01 Jan 1809,Deceased,Male
"Moore, Mr Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=504,29 Aug 1820,Deceased,Male
"Moore, Mr Harry Frank",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1835,29 Mar 1924,Deceased,Male
"Moore, Mr Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=431,26 Sep 1815,Deceased,Male
"Moore, Mr Timothy John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2051,08 Nov 1948,,Male
"Moore, Ms Clover",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2131,22 Oct 1945,,Female
"Moore, The Hon. Samuel Wilkinson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=978,07 Feb 1854,Deceased,Male
"Moppett, The Hon. Douglas Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1970,14 May 1940,Deceased,Male
"Morey, Mr (Tom) Thomas Irving",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1667,06 Feb 1906,Deceased,Male
"Morgan, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=962,01 Jan 1853,Deceased,Male
"Morgan, Mr Kevin Barry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1802,22 May 1921,Deceased,Male
"Morgan, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=791,17 Mar 1842,Deceased,Male
"Moriarty, Captain Merion Marshall",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=250,01 Jan 1794,Deceased,Male
"Moriarty, Mr Abram Orpen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=613,01 Jan 1830,Deceased,Male
"Morrice, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=369,01 Jan 1811,Deceased,Male
"Morris, Mr Augustus",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=498,01 Jan 1820,Deceased,Male
"Morris, Mr Barry John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1926,20 Apr 1935,Deceased,Male
"Morris, Mr Matthew Allan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2166,15 Mar 1969,,Male
"Morris, The Hon. John Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1939,12 Jun 1936,Deceased,Male
"Morris, The Hon. Milton Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1836,02 Apr 1924,Deceased,Male
"Morrish, Mr James John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1194,20 Jan 1868,Deceased,Male
"Morrow, Mr Thomas Howard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1463,23 Mar 1888,Deceased,Male
"Mort, Mr Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=480,23 Dec 1818,Deceased,Male
"Morton, Mr (Pat) Philip Henry (2)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1712,28 Oct 1910,Deceased,Male
"Morton, Mr Henry Douglas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1189,19 Oct 1867,Deceased,Male
"Morton, Mr Mark Fairlies",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1157,28 Sep 1865,Deceased,Male
"Morton, Mr Philip Henry (1)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1086,01 Jan 1862,Deceased,Male
"Moses, Mr Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=658,02 Nov 1832,Deceased,Male
"Moses, Mr Wilson Haledon",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1356,08 Apr 1881,Deceased,Male
"Moss, Mr Kevin Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2021,01 Feb 1946,,Male
"Moulder, The Hon. Henry Clements",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1382,21 Feb 1883,Deceased,Male
"Moverly, Mr Arthur Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1451,15 Mar 1887,Deceased,Male
"Moxham, Mr Thomas Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1062,01 Apr 1860,Deceased,Male
"Moyes, The Reverend Dr Gordon Keith Mackenzie",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2162,17 Nov 1938,Deceased,Male
"Mullins, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1335,26 Aug 1879,Deceased,Male
"Mulock, The Hon. Ronald Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1893,11 Jan 1930,Deceased,Male
"Murden, Mr Richard William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1671,22 Apr 1906,Deceased,Male
"Murdoch, Sir James Anderson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1179,01 Jan 1867,Deceased,Male
"Murphy, Mr Cecil Horace",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1518,01 Apr 1891,Deceased,Male
"Murphy, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=185,,,Male
"Murphy, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=507,01 Jan 1821,Deceased,Male
"Murphy, Mr Thomas Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1679,13 Dec 1906,Deceased,Male
"Murphy, Mr William Alfred",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1040,01 Mar 1858,,Male
"Murray, Mr David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1415,15 Feb 1885,Deceased,Male
"Murray, Mr James Fitzgerald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=305,01 Jan 1805,Deceased,Male
"Murray, Mr Richard Lennon",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=762,01 Jan 1840,Deceased,Male
"Murray, Mr Wallace Telford John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1906,11 Sep 1931,Deceased,Male
"Murray, Sir Terence Aubrey",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=354,01 Jan 1810,Deceased,Male
"Murray, The Hon. John Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1963,14 Jul 1939,,Male
"Murray, The Hon. Thomas George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1413,09 Jan 1885,Deceased,Male
"Murray, The Hon. William Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1500,09 Apr 1890,Deceased,Male
"Mutch, Mr Stephen Bruce",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2088,04 Feb 1956,,Male
"Mutch, Mr Thomas Davies",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1422,17 Oct 1885,Deceased,Male
"Mutton, Mr Brice",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1494,08 Jan 1890,Deceased,Male
