politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q6198538,+1909-07-11T00:00:00Z,Q7367886,+1992-08-18T00:00:00Z,Q6814428,+1953-07-01T00:00:00Z,+1971-06-30T00:00:00Z,Q56649110,NA,NA,NA,0
Q6198626,+1966-04-07T00:00:00Z,NA,NA,Q18912794,+2007-11-24T00:00:00Z,+2010-08-21T00:00:00Z,Q550273,Q7970178,Q7970178,NA,0
Q6204254,+1914-12-16T00:00:00Z,NA,+1999-08-24T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,0
Q6204942,+1921-08-03T00:00:00Z,Q3425090,+2013-02-23T00:00:00Z,Q7574256,+1986-02-11T00:00:00Z,+1989-08-28T00:00:00Z,NA,Q6524050,Q16016180,19,0
Q6204942,+1921-08-03T00:00:00Z,Q3425090,+2013-02-23T00:00:00Z,Q18912794,+1974-05-18T00:00:00Z,+1975-12-13T00:00:00Z,Q5284530,Q6387226,Q6794766,NA,0
Q6204942,+1921-08-03T00:00:00Z,Q3425090,+2013-02-23T00:00:00Z,Q18912794,+1980-10-18T00:00:00Z,+1990-02-19T00:00:00Z,Q5284530,NA,Q6387226,NA,0
Q6205834,+1944-07-21T00:00:00Z,Q749,NA,Q18912794,+1996-03-02T00:00:00Z,+2013-08-05T00:00:00Z,Q2973616,Q16186916,Q7175245,NA,0
Q6207164,+1937-07-08T00:00:00Z,Q3141,+2018-04-01T00:00:00Z,Q6865874,+1996-03-11T00:00:00Z,+1998-10-21T00:00:00Z,NA,Q6210353,Q7172656,NA,0
Q6207164,+1937-07-08T00:00:00Z,Q3141,+2018-04-01T00:00:00Z,Q6865821,+1998-10-21T00:00:00Z,+2001-11-26T00:00:00Z,NA,Q454233,Q6835445,NA,0
Q6207164,+1937-07-08T00:00:00Z,Q3141,+2018-04-01T00:00:00Z,Q6814428,+1986-03-13T00:00:00Z,+2002-02-01T00:00:00Z,Q56649108,Q7324825,Q7176513,NA,0
Q6207164,+1937-07-08T00:00:00Z,Q3141,+2018-04-01T00:00:00Z,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,NA,NA,NA,NA,0
Q6207951,+1972-01-18T00:00:00Z,Q1009718,NA,Q18912794,+2007-11-24T00:00:00Z,+2010-07-19T00:00:00Z,Q2887271,Q5534212,Q6830267,NA,0
Q6208273,+1891-10-18T00:00:00Z,Q3276625,+1965-05-07T00:00:00Z,Q18912794,+1940-09-21T00:00:00Z,+1949-10-31T00:00:00Z,Q2973794,Q5233082,Q7926387,NA,0
Q6208614,+1932-01-07T00:00:00Z,Q14935808,+2018-06-02T00:00:00Z,Q18912794,+1969-10-25T00:00:00Z,+1975-12-13T00:00:00Z,Q2973806,Q7369513,Q15462333,NA,0
Q6208614,+1932-01-07T00:00:00Z,Q14935808,+2018-06-02T00:00:00Z,Q19627913,+1980-05-22T00:00:00Z,+1983-05-21T00:00:00Z,Q7053536,NA,NA,NA,0
Q6208614,+1932-01-07T00:00:00Z,Q14935808,+2018-06-02T00:00:00Z,Q4818613,+1983-02-25T00:00:00Z,+1993-02-16T00:00:00Z,NA,Q16145052,Q24175062,NA,0
Q6208614,+1932-01-07T00:00:00Z,Q14935808,+2018-06-02T00:00:00Z,Q19627913,+1983-05-22T00:00:00Z,+1989-05-21T00:00:00Z,Q17017752,NA,NA,NA,0
Q6208614,+1932-01-07T00:00:00Z,Q14935808,+2018-06-02T00:00:00Z,Q19627913,+1989-05-21T00:00:00Z,+1993-04-30T00:00:00Z,Q5356431,NA,NA,NA,0
Q6209106,+1897-07-29T00:00:00Z,Q1016277,+1992-12-09T00:00:00Z,Q18912794,+1934-09-15T00:00:00Z,+1969-09-29T00:00:00Z,Q5284515,Q6233286,Q4798024,NA,0
Q6209157,+1865-05-11T00:00:00Z,Q131491,+1955-06-20T00:00:00Z,Q6814428,+1932-07-01T00:00:00Z,+1950-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6209157,+1865-05-11T00:00:00Z,Q131491,+1955-06-20T00:00:00Z,Q22667435,+1920-02-19T00:00:00Z,+1922-03-23T00:00:00Z,NA,NA,NA,NA,0
Q6209214,+1904-03-28T00:00:00Z,Q3183,+1981-04-14T00:00:00Z,Q6814428,+1947-07-01T00:00:00Z,+1951-03-19T00:00:00Z,Q56649104,NA,NA,NA,0
Q6209214,+1904-03-28T00:00:00Z,Q3183,+1981-04-14T00:00:00Z,Q6814428,+1952-02-07T00:00:00Z,+1965-06-30T00:00:00Z,Q56649104,NA,Q7328005,NA,0
Q6210353,+1965-08-02T00:00:00Z,Q3130,NA,Q2390270,+2013-09-18T00:00:00Z,+2015-09-21T00:00:00Z,NA,Q7436908,Q1077015,NA,0
Q6210353,+1965-08-02T00:00:00Z,Q3130,NA,Q6865809,+2007-01-30T00:00:00Z,+2007-12-03T00:00:00Z,NA,Q41563,Q6395733,NA,0
Q6210353,+1965-08-02T00:00:00Z,Q3130,NA,Q6746719,+2007-12-02T00:00:00Z,+2009-02-16T00:00:00Z,NA,Q978276,Q335697,NA,0
Q6210353,+1965-08-02T00:00:00Z,Q3130,NA,Q6865874,+2004-10-26T00:00:00Z,+2007-01-30T00:00:00Z,NA,Q5981115,Q6207164,NA,0
Q6210353,+1965-08-02T00:00:00Z,Q3130,NA,Q11796971,+2001-11-26T00:00:00Z,+2004-10-26T00:00:00Z,NA,Q5478100,Q5982149,NA,0
Q6210353,+1965-08-02T00:00:00Z,Q3130,NA,Q23892240,+2016-01-29T00:00:00Z,NA,NA,NA,Q304561,NA,0
Q6210353,+1965-08-02T00:00:00Z,Q3130,NA,Q18912794,+1996-03-02T00:00:00Z,+2015-10-23T00:00:00Z,Q2973863,Q21680762,Q7693475,NA,0
Q6211016,+1959-07-21T00:00:00Z,Q1721825,NA,Q6814428,+1999-07-01T00:00:00Z,+2016-05-09T00:00:00Z,Q56649111,NA,NA,NA,0
Q6212289,+1905-11-24T00:00:00Z,Q7622017,+1974-04-21T00:00:00Z,Q18912794,+1958-11-22T00:00:00Z,+1966-11-26T00:00:00Z,Q2973361,Q4757529,Q5200662,NA,0
Q62124140,+1975-06-18T00:00:00Z,Q34932,NA,Q6814428,+2019-03-20T00:00:00Z,+2019-06-30T00:00:00Z,Q56649105,NA,Q16149378,NA,0
Q6218050,+1939-06-25T00:00:00Z,Q3130,NA,Q18912794,+1975-12-13T00:00:00Z,+1977-11-10T00:00:00Z,Q5284523,NA,Q4730876,NA,0
Q6219377,+1920-11-11T00:00:00Z,Q3130,+2009-04-13T00:00:00Z,Q18912794,+1961-12-09T00:00:00Z,+1963-11-30T00:00:00Z,Q2973776,Q6529629,Q16007163,NA,0
Q6219377,+1920-11-11T00:00:00Z,Q3130,+2009-04-13T00:00:00Z,Q18912794,+1969-10-25T00:00:00Z,+1983-02-04T00:00:00Z,Q1073690,Q7381142,NA,NA,0
Q6219385,+1908-07-10T00:00:00Z,Q2915990,+1977-03-10T00:00:00Z,Q6814428,+1938-07-01T00:00:00Z,+1962-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q6220757,+1868-07-17T00:00:00Z,Q5644794,+1938-01-31T00:00:00Z,Q6814428,+1913-07-01T00:00:00Z,+1920-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6220757,+1868-07-17T00:00:00Z,Q5644794,+1938-01-31T00:00:00Z,Q6814428,+1923-07-01T00:00:00Z,+1935-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6220847,+1858-12-25T00:00:00Z,Q47002,+1928-05-19T00:00:00Z,Q18534408,+1895-05-01T00:00:00Z,+1897-09-01T00:00:00Z,Q16256549,NA,NA,NA,0
Q6220847,+1858-12-25T00:00:00Z,Q47002,+1928-05-19T00:00:00Z,Q6814428,+1901-03-29T00:00:00Z,+1903-12-31T00:00:00Z,Q56649112,NA,NA,NA,0
Q6222850,+1946-01-03T00:00:00Z,Q3130,NA,Q18912794,+1990-03-24T00:00:00Z,+1998-10-03T00:00:00Z,Q1074030,Q6759700,Q7177681,NA,0
Q6223036,+1898-01-01T00:00:00Z,Q329503,+1966-02-05T00:00:00Z,Q18912794,+1940-09-21T00:00:00Z,+1946-09-28T00:00:00Z,Q1026265,Q6240160,Q5662549,NA,0
Q6223436,+1931-12-19T00:00:00Z,Q3130,NA,Q18912794,+1977-12-10T00:00:00Z,+1990-02-19T00:00:00Z,Q2973800,Q7150487,Q3379071,NA,0
Q6225275,+1918-09-04T00:00:00Z,Q3130,+2018-05-18T00:00:00Z,Q6814428,+1971-07-01T00:00:00Z,+1987-06-05T00:00:00Z,Q56649105,NA,NA,NA,0
Q6225870,+1965-05-22T00:00:00Z,Q6406679,NA,Q6814428,+2001-07-31T00:00:00Z,+2005-06-30T00:00:00Z,Q56649111,Q6264818,NA,NA,0
Q6226333,+1862-03-24T00:00:00Z,Q339527,+1944-11-10T00:00:00Z,Q6814428,+1901-03-29T00:00:00Z,+1914-09-05T00:00:00Z,Q56649108,NA,NA,NA,0
Q6226433,+1944-03-23T00:00:00Z,Q3141,NA,Q6814428,+1981-07-01T00:00:00Z,+1996-08-20T00:00:00Z,Q56649108,Q6394611,NA,NA,0
Q6226433,+1944-03-23T00:00:00Z,Q3141,NA,Q18912794,+1972-12-02T00:00:00Z,+1975-12-13T00:00:00Z,Q784520,Q6831178,Q16092026,NA,0
Q6226446,+1950-02-11T00:00:00Z,Q704978,NA,Q18912794,+2001-11-10T00:00:00Z,+2007-11-24T00:00:00Z,Q2973799,Q6767168,Q7822766,NA,0
Q6226446,+1950-02-11T00:00:00Z,Q704978,NA,Q18912794,+2007-11-24T00:00:00Z,+2016-05-09T00:00:00Z,Q1026265,Q4757071,Q7172530,NA,0
Q6227293,+1930-12-03T00:00:00Z,Q3183,NA,Q6814428,+1987-07-11T00:00:00Z,+1995-11-20T00:00:00Z,Q56649110,Q6968504,NA,NA,0
Q6227490,+1896-02-18T00:00:00Z,Q1670056,+1994-05-18T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1974-04-11T00:00:00Z,Q817830,Q51330,NA,NA,0
Q6227596,+1907-01-26T00:00:00Z,Q3141,+1982-08-11T00:00:00Z,Q18534408,+1945-07-07T00:00:00Z,+1949-10-26T00:00:00Z,Q5355245,Q6285864,Q15995687,NA,0
Q6227596,+1907-01-26T00:00:00Z,Q3141,+1982-08-11T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1955-12-10T00:00:00Z,Q5284534,NA,NA,NA,0
Q6227675,+1871-01-20T00:00:00Z,Q57278,+1913-01-01T00:00:00Z,Q6814428,+1904-01-01T00:00:00Z,+1910-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q6228464,+1891-11-10T00:00:00Z,Q2416373,+1942-04-13T00:00:00Z,Q6814428,+1928-11-17T00:00:00Z,+1935-06-30T00:00:00Z,Q56649110,NA,NA,NA,0
Q6229785,+1883-11-11T00:00:00Z,Q1444175,+1961-08-02T00:00:00Z,Q6814428,+1928-11-17T00:00:00Z,+1935-06-30T00:00:00Z,Q56649105,NA,Q4710286,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q6814428,+1901-03-30T00:00:00Z,+1903-12-31T00:00:00Z,Q56649110,NA,NA,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q18220900,+1878-04-11T00:00:00Z,+1901-05-08T00:00:00Z,Q16962291,NA,Q23461740,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q27230596,+1885-06-16T00:00:00Z,+1887-06-11T00:00:00Z,NA,Q7793194,Q16030581,16,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q27230596,+1892-10-15T00:00:00Z,+1893-06-16T00:00:00Z,NA,Q593661,Q5498050,16,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q4818610,+1881-06-24T00:00:00Z,+1884-06-16T00:00:00Z,NA,Q593661,Q6290634,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q18662245,+1905-05-27T00:00:00Z,+1915-08-02T00:00:00Z,Q51034422,NA,NA,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q4818610,+1885-06-16T00:00:00Z,+1887-06-11T00:00:00Z,NA,Q593661,Q593661,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q24189754,+1892-10-15T00:00:00Z,+1893-05-12T00:00:00Z,NA,Q8007110,Q15493771,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q7836759,+1893-05-12T00:00:00Z,+1893-06-16T00:00:00Z,NA,Q7793194,Q16031614,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q6508561,+1884-00-00T00:00:00Z,+1885-00-00T00:00:00Z,NA,Q6177544,Q6227419,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q6508561,+1887-00-00T00:00:00Z,+1889-00-00T00:00:00Z,NA,Q15493771,Q7793194,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q6508561,+1893-00-00T00:00:00Z,+1895-00-00T00:00:00Z,NA,Q8007110,Q5498050,NA,0
Q6230006,+1843-06-06T00:00:00Z,Q5112,+1915-08-02T00:00:00Z,Q6508561,+1897-00-00T00:00:00Z,+1899-00-00T00:00:00Z,NA,Q7908685,Q8007110,NA,0
Q6231555,+1872-01-01T00:00:00Z,Q1348,+1954-04-17T00:00:00Z,Q18912794,+1929-12-12T00:00:00Z,+1931-12-19T00:00:00Z,Q15730216,Q3568707,Q5498582,NA,0
Q6231793,+1911-10-12T00:00:00Z,Q3130,+1985-06-18T00:00:00Z,Q18912794,+1960-11-05T00:00:00Z,+1975-11-11T00:00:00Z,Q1026265,Q7417361,Q6240160,NA,0
Q6231793,+1911-10-12T00:00:00Z,Q3130,+1985-06-18T00:00:00Z,Q3249421,+1978-06-01T00:00:00Z,+1981-01-01T00:00:00Z,NA,Q5386838,Q15452396,NA,0
Q6232973,+1830-03-15T00:00:00Z,Q459768,+1906-03-30T00:00:00Z,Q6814428,+1901-03-30T00:00:00Z,+1903-10-06T00:00:00Z,Q56649111,NA,NA,NA,0
Q6232973,+1830-03-15T00:00:00Z,Q459768,+1906-03-30T00:00:00Z,Q18526194,+1881-10-08T00:00:00Z,+1888-05-05T00:00:00Z,Q5355906,Q4786202,Q23620766,NA,0
Q6232973,+1830-03-15T00:00:00Z,Q459768,+1906-03-30T00:00:00Z,Q22667435,+1894-08-23T00:00:00Z,+1906-03-30T00:00:00Z,NA,NA,NA,NA,0
Q6233286,+1915-04-24T00:00:00Z,Q270734,+1997-07-28T00:00:00Z,Q18912794,+1969-10-25T00:00:00Z,+1977-12-10T00:00:00Z,Q5284515,NA,Q6209106,NA,0
Q6233286,+1915-04-24T00:00:00Z,Q270734,+1997-07-28T00:00:00Z,Q18912794,+1977-12-10T00:00:00Z,+1980-09-19T00:00:00Z,Q2973933,Q7047001,Q6259610,NA,0
Q6234689,+1894-04-14T00:00:00Z,Q181766,+1966-03-18T00:00:00Z,Q18912794,+1943-08-21T00:00:00Z,+1949-10-31T00:00:00Z,Q784520,Q4815639,Q4797963,NA,0
Q6234689,+1894-04-14T00:00:00Z,Q181766,+1966-03-18T00:00:00Z,Q19007285,+1950-05-06T00:00:00Z,+1964-05-02T00:00:00Z,Q5284518,NA,NA,NA,0
Q6234689,+1894-04-14T00:00:00Z,Q181766,+1966-03-18T00:00:00Z,Q19299542,+1933-05-02T00:00:00Z,+1943-07-10T00:00:00Z,Q5356220,Q16067081,Q16022914,NA,0
Q6235024,+1943-04-14T00:00:00Z,Q478302,NA,Q18912794,+1983-03-05T00:00:00Z,+1993-02-08T00:00:00Z,Q550273,Q7173687,Q5240396,NA,0
Q6235062,+1872-12-05T00:00:00Z,Q7111326,+1945-06-03T00:00:00Z,Q18912794,+1925-11-14T00:00:00Z,+1928-11-17T00:00:00Z,Q784520,Q5076581,Q5238146,NA,0
Q6235062,+1872-12-05T00:00:00Z,Q7111326,+1945-06-03T00:00:00Z,Q20751425,+1920-00-00T00:00:00Z,+1922-00-00T00:00:00Z,NA,Q59810293,Q24250361,NA,0
Q6236016,+1857-01-01T00:00:00Z,Q744726,+1928-05-19T00:00:00Z,Q6814428,+1914-09-05T00:00:00Z,+1920-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q6236016,+1857-01-01T00:00:00Z,Q744726,+1928-05-19T00:00:00Z,Q6814428,+1923-07-01T00:00:00Z,+1928-05-19T00:00:00Z,Q56649105,Q4710286,NA,NA,0
Q6236078,+1841-12-01T00:00:00Z,Q42462,+1914-04-20T00:00:00Z,Q6814428,+1904-01-01T00:00:00Z,+1910-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q6236225,+1907-09-08T00:00:00Z,Q3130,+2003-06-15T00:00:00Z,Q6865874,NA,NA,NA,NA,NA,NA,0
Q6236225,+1907-09-08T00:00:00Z,Q3130,+2003-06-15T00:00:00Z,Q6865821,NA,NA,NA,NA,NA,NA,0
Q6236225,+1907-09-08T00:00:00Z,Q3130,+2003-06-15T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1977-11-10T00:00:00Z,Q918989,Q6194062,NA,NA,0
Q6237363,+1917-10-09T00:00:00Z,Q995005,+1999-08-09T00:00:00Z,Q18912794,+1963-11-30T00:00:00Z,+1974-05-18T00:00:00Z,Q2973485,Q6810663,Q6989012,NA,0
Q6237923,+1890-12-03T00:00:00Z,Q5596852,+1974-10-05T00:00:00Z,Q6814428,+1947-07-01T00:00:00Z,+1951-04-28T00:00:00Z,Q56649104,NA,NA,NA,0
Q6237923,+1890-12-03T00:00:00Z,Q5596852,+1974-10-05T00:00:00Z,Q6814428,+1953-07-01T00:00:00Z,+1959-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q6238181,+1939-02-01T00:00:00Z,Q3141,NA,Q18912794,+1975-12-13T00:00:00Z,+1980-10-18T00:00:00Z,Q2973482,Q15504829,Q20886,NA,0
Q6238372,+1868-04-21T00:00:00Z,Q1426910,+1956-07-12T00:00:00Z,Q6814428,+1923-09-12T00:00:00Z,+1947-06-30T00:00:00Z,Q56649108,NA,Q7787334,NA,0
Q6238372,+1868-04-21T00:00:00Z,Q1426910,+1956-07-12T00:00:00Z,Q13527933,+1922-08-12T00:00:00Z,+1923-08-14T00:00:00Z,NA,Q7965429,Q7965429,25,0
Q6238372,+1868-04-21T00:00:00Z,Q1426910,+1956-07-12T00:00:00Z,Q7241304,+1938-07-01T00:00:00Z,+1941-06-30T00:00:00Z,NA,Q6132035,Q7147038,8,0
Q6238372,+1868-04-21T00:00:00Z,Q1426910,+1956-07-12T00:00:00Z,Q19007285,+1913-01-23T00:00:00Z,+1923-09-12T00:00:00Z,Q5284494,NA,NA,NA,0
Q6239095,+1932-09-04T00:00:00Z,Q2272457,+2019-02-25T00:00:00Z,Q6814428,+1990-07-01T00:00:00Z,+2002-09-05T00:00:00Z,Q56649111,Q7420540,NA,NA,0
Q6239472,+1937-10-03T00:00:00Z,Q34932,NA,Q18912794,+1974-05-18T00:00:00Z,+1983-03-05T00:00:00Z,Q2973809,Q5246539,Q6773525,NA,0
Q6239472,+1937-10-03T00:00:00Z,Q34932,NA,Q18912794,+1984-12-01T00:00:00Z,+1987-07-11T00:00:00Z,Q2973809,Q5525318,Q5246539,NA,0
Q6239528,+1949-03-19T00:00:00Z,Q34932,NA,Q6814428,+1996-07-01T00:00:00Z,+2014-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6239528,+1949-03-19T00:00:00Z,Q34932,NA,Q7241304,+2008-08-26T00:00:00Z,+2014-06-30T00:00:00Z,NA,Q7610200,Q4706609,23,0
Q6240160,+1913-10-10T00:00:00Z,Q580973,+2002-07-11T00:00:00Z,Q18912794,+1946-09-28T00:00:00Z,+1960-09-28T00:00:00Z,Q1026265,Q6231793,Q6223036,NA,0
Q6240562,+1936-02-02T00:00:00Z,Q3206,NA,Q18912794,+1974-05-18T00:00:00Z,+1983-03-05T00:00:00Z,Q2973779,Q4731539,Q5294799,NA,0
Q6241842,+1922-04-15T00:00:00Z,Q3141,+2003-10-18T00:00:00Z,Q18912794,+1960-04-09T00:00:00Z,+1972-12-02T00:00:00Z,Q2973715,Q7822751,Q335310,NA,0
Q6243236,+1869-12-02T00:00:00Z,Q24826,+1949-09-09T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1903-12-16T00:00:00Z,Q5284539,Q5077822,NA,NA,0
Q6243236,+1869-12-02T00:00:00Z,Q24826,+1949-09-09T00:00:00Z,Q19627913,+1908-05-22T00:00:00Z,+1946-05-21T00:00:00Z,Q25184582,NA,NA,NA,0
Q6243236,+1869-12-02T00:00:00Z,Q24826,+1949-09-09T00:00:00Z,Q7241387,+1926-08-10T00:00:00Z,+1946-05-21T00:00:00Z,NA,Q24579339,Q5345963,NA,0
Q6243314,+1943-11-20T00:00:00Z,Q606169,+1981-03-04T00:00:00Z,Q6814428,+1975-12-13T00:00:00Z,+1981-03-04T00:00:00Z,Q56649107,Q6759831,NA,NA,0
Q6243972,+1848-10-15T00:00:00Z,Q84,+1939-10-22T00:00:00Z,Q18912794,+1901-03-30T00:00:00Z,+1903-12-16T00:00:00Z,Q5284566,NA,NA,NA,0
Q6243972,+1848-10-15T00:00:00Z,Q84,+1939-10-22T00:00:00Z,Q18912794,+1903-12-16T00:00:00Z,+1906-11-08T00:00:00Z,Q2973436,Q6245007,NA,NA,0
Q6244213,+1897-03-24T00:00:00Z,Q3130,+1956-08-14T00:00:00Z,Q18912794,+1931-12-19T00:00:00Z,+1940-09-21T00:00:00Z,Q1074005,Q23379,Q23379,NA,0
Q6244347,+1872-10-14T00:00:00Z,Q2643563,+1947-09-25T00:00:00Z,Q18534408,NA,NA,NA,NA,NA,NA,0
Q6244347,+1872-10-14T00:00:00Z,Q2643563,+1947-09-25T00:00:00Z,Q6814428,+1935-07-01T00:00:00Z,+1947-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6244347,+1872-10-14T00:00:00Z,Q2643563,+1947-09-25T00:00:00Z,Q18912794,+1917-05-05T00:00:00Z,+1919-12-13T00:00:00Z,Q2973417,Q7343082,Q7138353,NA,0
Q6245007,+1857-09-19T00:00:00Z,Q327348,+1935-09-04T00:00:00Z,Q18220900,+1899-04-29T00:00:00Z,+1902-05-02T00:00:00Z,Q24189113,NA,Q21177531,NA,0
Q6245007,+1857-09-19T00:00:00Z,Q327348,+1935-09-04T00:00:00Z,Q18912794,+1906-12-12T00:00:00Z,+1922-11-06T00:00:00Z,Q2973436,Q6742231,Q6243972,NA,0
Q6245007,+1857-09-19T00:00:00Z,Q327348,+1935-09-04T00:00:00Z,Q18220900,+1902-05-03T00:00:00Z,+1906-11-02T00:00:00Z,Q24189119,NA,NA,NA,0
Q6245595,+1862-00-00T00:00:00Z,Q3305212,+1941-06-15T00:00:00Z,Q18912794,+1914-09-05T00:00:00Z,+1919-12-13T00:00:00Z,Q2973901,NA,NA,NA,0
Q6246053,+1880-02-14T00:00:00Z,Q953871,+1937-08-17T00:00:00Z,Q6814428,+1922-05-26T00:00:00Z,+1922-12-15T00:00:00Z,Q56649111,NA,Q16031651,NA,0
Q6246053,+1880-02-14T00:00:00Z,Q953871,+1937-08-17T00:00:00Z,Q6814428,+1928-08-01T00:00:00Z,+1928-11-16T00:00:00Z,Q56649111,NA,Q15452356,NA,0
Q6246053,+1880-02-14T00:00:00Z,Q953871,+1937-08-17T00:00:00Z,Q6814428,+1932-07-01T00:00:00Z,+1937-08-17T00:00:00Z,Q56649111,Q4885465,NA,NA,0
Q6246365,+1966-07-21T00:00:00Z,Q3141,NA,Q6814428,+2011-07-01T00:00:00Z,+2016-07-02T00:00:00Z,Q56649112,NA,NA,NA,0
Q6246816,+1913-02-16T00:00:00Z,Q21912964,+1994-04-13T00:00:00Z,Q6814428,+1953-03-03T00:00:00Z,+1953-05-08T00:00:00Z,Q56649108,Q7350863,Q6111629,NA,0
Q6246816,+1913-02-16T00:00:00Z,Q21912964,+1994-04-13T00:00:00Z,Q6814428,+1953-07-01T00:00:00Z,+1975-11-11T00:00:00Z,Q56649108,NA,NA,NA,0
Q6247028,+1932-05-25T00:00:00Z,Q3141,NA,Q6814428,+1981-03-11T00:00:00Z,+1983-02-04T00:00:00Z,Q56649104,NA,Q4730943,NA,0
Q6247028,+1932-05-25T00:00:00Z,Q3141,NA,Q18912794,+1975-12-13T00:00:00Z,+1980-10-18T00:00:00Z,Q2973857,Q304561,Q4684867,NA,0
Q6247434,+1892-07-31T00:00:00Z,Q1939928,+1973-12-30T00:00:00Z,Q6814428,+1950-02-22T00:00:00Z,+1962-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q6247686,+1867-08-10T00:00:00Z,Q6510011,+1957-04-11T00:00:00Z,Q18912794,+1906-12-12T00:00:00Z,+1913-05-31T00:00:00Z,Q2973885,Q4800160,Q4800158,NA,0
Q6248082,+1893-11-19T00:00:00Z,Q7230552,+1982-06-22T00:00:00Z,Q7574256,+1956-08-29T00:00:00Z,+1966-10-31T00:00:00Z,NA,Q8004641,Q4786639,13,0
Q6248082,+1893-11-19T00:00:00Z,Q7230552,+1982-06-22T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1966-10-31T00:00:00Z,Q2973469,Q16014930,Q7793916,NA,0
Q6248082,+1893-11-19T00:00:00Z,Q7230552,+1982-06-22T00:00:00Z,Q52064205,+1935-00-00T00:00:00Z,+1937-00-00T00:00:00Z,NA,NA,NA,NA,0
Q6248082,+1893-11-19T00:00:00Z,Q7230552,+1982-06-22T00:00:00Z,Q49031784,+1946-00-00T00:00:00Z,+1949-00-00T00:00:00Z,NA,Q21608163,Q61776052,NA,0
Q6248082,+1893-11-19T00:00:00Z,Q7230552,+1982-06-22T00:00:00Z,Q49031784,+1949-00-00T00:00:00Z,+1950-00-00T00:00:00Z,NA,Q16012332,Q21608163,NA,0
Q6248320,+1965-05-13T00:00:00Z,Q3049454,NA,Q18526194,+2012-03-24T00:00:00Z,+2016-04-29T00:00:00Z,Q5356037,NA,Q6847314,NA,0
Q6248320,+1965-05-13T00:00:00Z,Q3049454,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973635,NA,Q5982149,NA,0
Q6248727,+1932-10-20T00:00:00Z,Q1009509,NA,Q18912794,+1980-10-18T00:00:00Z,+1990-03-24T00:00:00Z,Q2973434,Q6833958,Q6198096,NA,0
Q6248769,+1877-05-03T00:00:00Z,Q163584,+1941-08-01T00:00:00Z,Q6814428,+1920-07-01T00:00:00Z,+1938-06-30T00:00:00Z,Q56649108,NA,NA,NA,0
Q6249252,+1936-11-16T00:00:00Z,Q606162,NA,Q18912794,+1975-12-13T00:00:00Z,+2001-02-05T00:00:00Z,Q2973824,Q6526624,Q7032357,NA,0
Q6249252,+1936-11-16T00:00:00Z,Q606162,NA,Q3315112,+1998-10-21T00:00:00Z,+2001-01-30T00:00:00Z,NA,Q7176566,Q5982330,46,0
Q6249252,+1936-11-16T00:00:00Z,Q606162,NA,Q11122003,+1996-03-11T00:00:00Z,+1998-10-21T00:00:00Z,NA,Q5235919,Q5525318,NA,0
Q6249252,+1936-11-16T00:00:00Z,Q606162,NA,Q6865883,+1996-03-11T00:00:00Z,+1998-10-21T00:00:00Z,NA,Q3339775,Q2074410,NA,0
